,total_data_points,train_data_points,valid_data_points,train_image_size(X),valid_image_size(X),train_image_size(y),valid_image_size(y)
Quantity,36,25,11,"torch.Size([1, 3, 128, 128])","torch.Size([8, 3, 128, 128])","torch.Size([1, 3, 64, 64])","torch.Size([8, 3, 64, 64])"
